parachute diameter [m] ,wheel radius [m]    ,chassis mass [kg]  ,speed reducer gear diameter (d2) [m] ,rocket fuel mass [kg] ,Time [s]*          ,Feasibility ,constraint_distance     ,constraint_strength ,constraint_velocity ,constraint_cost    ,constraint_battery
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    18.278839878652967 ,0.6278839878652965  ,578.6919730886895  ,                0.08278839878652965  ,   213.94199393264827 ,2276.0433183595974 ,False       ,0.0                     ,-13.467299327217237 ,-0.9999731364973313 ,7.5910028237839375 ,-0.7945369084605534
    14.0               ,0.5740842664411336  ,608.539043897647   ,                0.05                 ,   178.6362321677681  , 986.9935394005037 ,False       ,0.0                     ,-14.213476097441177 ,74.21155115131928   ,7.952888441394758  ,-0.7864200062686886
    16.7244507521351   ,0.47244507521350954 ,566.1648158712661  ,                0.06724450752135094  ,   136.2225376067548  ,2193.063442877148  ,False       ,0.0                     ,-13.154120396781652 ,-0.9999605349510825 ,7.440117656023292  ,-0.7983468824569367
    15.978731458462809 ,0.3983042442243604  ,595.7207992133675  ,                0.05985629032512082  ,   100.0018379709433  ,2155.832366434735  ,False       ,1.1368683772161603e-16  ,-13.893019980334188 ,-0.9999562117792816 ,7.804541196736783  ,-0.7927107559876222
    15.199984866859092 ,0.3199984866859088  ,627.1771402397753  ,                0.051999848668590865 ,   100.0              ,2031.932729364783  ,False       ,1.1368683772161603e-16  ,-14.679428505994382 ,-0.9999576212089452 ,8.211556797634302  ,-0.7840769706114853
    19.0               ,0.7                 ,550.0              ,                0.09                 ,   250.0              ,2314.8911110208087 ,False       ,-1.1368683772161603e-16 ,-12.75              ,-0.9999791560411483 ,7.211601213470344  ,-0.7962072136464602
    14.0               ,0.7                 ,250.0              ,                0.12                 ,   100.0              ,3967.0706224429487 ,False       ,0.0                     ,-5.25               ,-0.9999517819409479 ,3.0394358388924863 ,-0.7599031986273277
    14.000000000089784 ,0.2                 ,554.730643331857   ,                0.05                 ,   149.3712344559818  ,2417.1367854760633 ,False       ,-2.2737367544323206e-16 ,-12.868266083296424 ,-0.9999682207531316 ,7.193202670124658  ,-0.7703611239598076
    14.0               ,0.2                 ,557.7019334842395  ,                0.05                 ,   100.00022038076482 ,2628.138454797423  ,False       ,0.0                     ,-12.942548337105988 ,-0.9999576720079717 ,7.224184960975138  ,-0.7699026409561022
    16.533157531653735 ,0.2                 ,562.0901766746374  ,                0.06533157531653735  ,   100.0              ,4186.532897696608  ,False       ,1.1368683772161603e-16  ,-13.052254416865933 ,-0.9999552077981319 ,7.30584906932319   ,-0.7098763428346729
    15.800829133146458 ,0.20000046227781024 ,565.6677932427223  ,                0.05808615915338037  ,   100.00224709278707 ,3433.270852504017  ,False       ,1.1368683772161603e-16  ,-13.141694831068056 ,-0.9999558185664672 ,7.346745894791356  ,-0.7421052714161951
    15.06789803524228  ,0.2                 ,569.4089606242312  ,                0.05067898035242281  ,   100.0              ,2746.9738243152474 ,False       ,-1.1368683772161603e-16 ,-13.235224015605782 ,-0.9999566036150906 ,7.390643337809575  ,-0.7663024065241593
    14.0               ,0.7                 ,250.0              ,                0.12                 ,   100.0              ,3967.0706224429487 ,False       ,0.0                     ,-5.25               ,-0.9999517819409479 ,3.0394358388924863 ,-0.7599031986273277
    14.0               ,0.6347285332010941  ,250.00761628164142 ,                0.05                 ,   100.9651255241522  ,1290.9925707286807 ,False       ,0.0                     ,-5.2501904070410355 ,-0.9999519095965386 ,2.9571037995105933 ,-0.8640521625368042
    14.00000000010727  ,0.2                 ,250.44952592876388 ,                0.05                 ,   102.00979954805672 ,2673.984268600664  ,False       ,1.1368683772161603e-16  ,-5.261238148219097  ,-0.9999520562156905 ,2.9572090739203793 ,-0.8137006183959921
    14.001393085186468 ,0.20033635521238102 ,250.000672422849   ,                0.050047089729663624 ,   102.01538104706702 ,2674.4734132702733 ,False       ,-1.1368683772161603e-16 ,-5.250016810571225  ,-0.9999520484165839 ,2.951041208776605  ,-0.8137632639339241
    14.001393085186468 ,0.20033635521238102 ,250.000672422849   ,                0.050047089729663624 ,   102.01538104706702 ,2674.4734132702733 ,False       ,-1.1368683772161603e-16 ,-5.250016810571225  ,-0.9999520484165839 ,2.951041208776605  ,-0.8137632639339241
14.001393085186468,0.20033635521238102,250.000672422849,0.050047089729663624,102.01538104706702,2674.4734132702733,False,-1.1368683772161603e-16,-5.250016810571225,-0.9999520484165839,2.951041208776605,-0.8137632639339241
14.000000656582275,0.20476643662452093,250.0000008910233,0.05000248714252521,100.02636818697262,2632.0838171099645,False,1.1368683772161603e-16,-5.250000022275582,-0.999951785414373,2.950960929450003,-0.8160904429074279
